"ID","PopularFoodDislike","DressColor","Floaters","Animal","ChocolateOrVanilla","RightLeftHanded","RotaryPhone","ThermostatTemperature","NumberFrom1to100","MovieStar","CanRollTongue","CellPhoneType","FavoriteNumberFrom1to5","FavoriteTeam","GrossedOutByFoodAnswer","ThrowingOutSocks","OddEvenSection","SectionDay","Activity_Basketball","Activity_Ski","Activity_HorseRiding","Activity_StickShift","Activity_Rubiks","Activity_Unicycle","Activity_Stilts","Activity_Juggle","Activity_IceSkate","Tried_Snails","Tried_FrogLegs","Tried_Natto","Tried_Aligator","Tried_Durian","Tried_ThousandYearOldEgg","Dislike_Coffee","Dislike_Yogurt","Dislike_Cilantro","Dislike_Tomatoes","Dislike_CarbonatedDrinks","Dislike_Eggs","Dislike_ChocolateIceCream","Follow_Football","Follow_Soccer","Follow_Basketball","Follow_Baseball","Follow_Cricket"
"3170","Pizza ","White and gold","I'm not sure what things you mean","Zebra ","Chocolate","Right-handed","Not 100% sure","Cooler","99","Keanu Reeves","What?","iPhone","3","","No","No","Odd","Tuesday","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","Wasabi ","I don't remember","Yes, occasionally","Penguin","Vanilla","Right-handed","Yes, I believe so","Cooler","68","Jackie Chan","Yes","iPhone","1","","Yes, one or two","No, but I'm totally doing that now","Odd","Tuesday","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8805","Clams","Blue and black","I'm not sure what things you mean","Salamander","Chocolate","Right-handed","Not 100% sure","Cooler","80","Nicolas Cage","Yes","iPhone","4","","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8382","pineapple pizza","Blue and black","Yes, constantly","giraffe","Vanilla","Right-handed","Yes, I believe so","Cooler","19","Dwayne Johnson","Yes","iPhone","3","Yankees","Yes, one or two","No","Even","Thursday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0"
"5998","everything with buffalo","What dress?","I'm not sure what things you mean","monkey","Vanilla","Right-handed","A what?","Cooler","69","jackie chen","No","Android","5","","Yes, most of them","No, but I'm totally doing that now","Even","Thursday","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0"
"2302","Pizza","Blue and black","Yes, occasionally","Cows","Vanilla","Right-handed","Not 100% sure","Cooler","31","Chris Hemsworth","Yes","iPhone","4","","No","No","Odd","Tuesday","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0"
"2993","Pico de gallo","Blue and black","Yes, occasionally","Dolphin ","Vanilla","Right-handed","Not 100% sure","Cooler","78","Chris Evans","Yes","iPhone","4","Warriors","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0"
"6325","Cupcakes","Blue and black","I'm not sure what things you mean","Elephant","Vanilla","Right-handed","Yes, and I have","Warmer","93","Nicolas Cage","Yes","iPhone","5","New Jersey Devils","Yes, one or two","No","Odd","Tuesday","1","1","0","0","0","0","0","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
"8683","Pickles","I don't remember","I'm not sure what things you mean","Dog","Chocolate","Right-handed","Yes, I believe so","Warmer","46","Robert Downey Jr","No","iPhone","4","","No","No","Odd","Tuesday","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6339","mashed potatos","Blue and black","Yes, occasionally","bear","Vanilla","Right-handed","Yes, I believe so","Cooler","20","Shah Rukh Khan","Yes","iPhone","3","","Yes, most of them","Yes","Odd","Thursday","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"5825","Quesadilla ","Blue and black","Yes, occasionally","Penguin","Vanilla","Right-handed","Not 100% sure","Cooler","92","Leonardo Decaprio","No","iPhone","3","Redbull","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","0"
"4614","strawberries","Blue and black","Yes, occasionally","cat","Vanilla","Right-handed","Yes, and I have","Warmer","29","Zendaya","Yes","Android","2","","Yes, one or two","Yes","Even","Tuesday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"2941","Sea food. ","A color combination not listed here","I'm not sure what things you mean","Lion ","Chocolate","Right-handed","Not 100% sure","Warmer","24","Al Pacino","Yes","iPhone","5","India ","Yes, most of them","No","Even","Tuesday","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"1550","Hawaiian Pizza","Blue and black","Yes, occasionally","Dolphin","Chocolate","Right-handed","Yes, I believe so","Warmer","75","Scarlett Johansson","Yes","iPhone","3","","No","Yes","Odd","Thursday","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1"
"5452","salad","Blue and black","I'm not sure what things you mean","Dragon","Vanilla","Right-handed","Not 100% sure","Cooler","100","Jeff Goldbloom","No","Android","3","","Yes, one or two","No","Odd","Tuesday","0","1","0","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","1","1","0"
"2497","Lasagna","White and gold","Yes, occasionally","Tiger","Chocolate","Right-handed","Yes, I believe so","Cooler","78","John Krasinski","Yes","Android","1","Golden State Warriors","Yes, most of them","No","Even","Tuesday","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"3829","Onion Rings","I don't remember","I'm not sure what things you mean","Dog","Vanilla","Left-handed","Yes, I believe so","Warmer","98","Samuel L. Jackson","Yes","iPhone","3","New York Jets","Yes, one or two","No","Even","Tuesday","0","1","0","0","1","0","1","0","1","1","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"7968","Cake","Blue and black","Yes, occasionally","Sheep","Vanilla","Right-handed","Not 100% sure","Cooler","20","Mads Mikkelsen","Yes","Android","5","","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","0","0","0","1","0","0","0","0","1","1","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1222","Macaroni and cheese","Blue and black","Yes, occasionally","Snake","Chocolate","Right-handed","Yes, I believe so","Cooler","13","Anne Hathaway","No","iPhone","3","NY Yankees","Yes, most of them","No, but I'm totally doing that now","Odd","Tuesday","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"999","burgers","I don't remember","I'm not sure what things you mean","cat","Vanilla","Right-handed","Yes, I believe so","Warmer","3","Saosire Ronan","Yes","Other smartphone","3","","Yes, most of them","No","Odd","Thursday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","0","0"
"250","Cheese","Blue and black","Yes, constantly","Lion","Chocolate","Right-handed","Not 100% sure","Warmer","78","Morgan Freeman","Yes","iPhone","5","","Yes, most of them","No","Even","Thursday","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0"
"206","Lobster","Blue and black","Yes, occasionally","Dog","Chocolate","Right-handed","Not 100% sure","Warmer","41","Brad Pitt","Yes","iPhone","4","Lakers","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0"
"6515","Mac and Cheese","Blue and black","I'm not sure what things you mean","Frog","Vanilla","Right-handed","Yes, and I have","Cooler","1","Tony stark","No","iPhone","1","Wherever CR7 goes ","Yes, one or two","No","Even","Thursday","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0"
"3657","Sushi","Blue and black","Yes, constantly","Penguin ","Chocolate","Right-handed","Yes, I believe so","Warmer","58","Tom Holland ","No","iPhone","4","Eagles","No","No","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"928","French Fries dipped in a frosty. idk if that's popular here but it's definitely popular where I'm from.","White and gold","Yes, occasionally","Dog","Vanilla","Left-handed","A what?","Warmer","79","Ryan Reynolds","Yes","Android","4","","Yes, one or two","No","Odd","Thursday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"8857","Sushi","Blue and black","No","Dog","Vanilla","Left-handed","Yes, I believe so","Cooler","25","Denzel Washington","Yes","Android","4","Lakers","Yes, most of them","No","Even","Tuesday","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"7453","Pizza","White and gold","I'm not sure what things you mean","cheetah","Chocolate","Left-handed","Yes, I believe so","Warmer","57","Adam Sandler","Yes","iPhone","5","Peoria Mustangs","Yes, most of them","No","Even","Thursday","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0"
"3074","Sushi","White and gold","Yes, occasionally","Tiger","Vanilla","Right-handed","A what?","Cooler","23","Matthew Mcconaughey","Yes","iPhone","2","Boston Red Sox","Yes, most of them","No, but I'm totally doing that now","Odd","Tuesday","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","1","1","0"
"9370","Sushi","Blue and black","I'm not sure what things you mean","Elephant","Chocolate","Right-handed","Not 100% sure","Cooler","37","Brad Pitt","No","iPhone","4","Houston Rockets ","No","No","Even","Thursday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0"
"9092","None","White and gold","I'm not sure what things you mean","Panda","Vanilla","Right-handed","Not 100% sure","Cooler","5","Pedro Pascal","No","iPhone","5","Arsenal FC","No","No","Odd","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0"
"6012","Hot dog","What dress?","Yes, occasionally","Dog","Chocolate","Right-handed","Yes, I believe so","Warmer","26","Dwayne Johnson","No","Android","4","India","Yes, most of them","No","Even","Tuesday","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"3124","burgers","White and gold","I'm not sure what things you mean","dog","Vanilla","Left-handed","Yes, I believe so","Warmer","13","tom cruise","Yes","iPhone","3","Miami dolphins","Yes, most of them","No","Odd","Tuesday","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","1","1","0"
"7709","mint chocolate","Blue and black","Yes, occasionally","panda","Vanilla","Right-handed","Yes, and I have","Warmer","29","Simu Liu","Yes","Android","3","T1","No","No","Odd","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3626","Macaroni and Cheese","White and gold","Yes, occasionally","Cat","Vanilla","Right-handed","Yes, I believe so","Cooler","78","Tom Holland","Yes","iPhone","3","","Yes, one or two","No","Even","Thursday","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0"
"5071","pickles","Blue and black","Yes, occasionally","Dog","Vanilla","Right-handed","Not 100% sure","Warmer","99","Michael B. Jordan","Yes","iPhone","3","","Yes, most of them","No","Even","Thursday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"2976","Shrimp cocktail","Blue and black","No","Cat","Chocolate","Right-handed","Not 100% sure","Warmer","12","Miranda Cosgrove","No","iPhone","2","","No","No","Even","Thursday","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"5640","Pizza","What dress?","Yes, occasionally","Dog","Chocolate","Right-handed","Yes, I believe so","Cooler","99","Tom Hanks","No","iPhone","5","","Yes, one or two","No",NA,NA,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"5151","avocado","I don't remember","Yes, occasionally","Cat","Chocolate","Right-handed","Yes, I believe so","Warmer","57","samuel jackson","Yes","iPhone","3","","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Thursday","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"2605","Milk","Blue and black","Yes, occasionally","Rabbit","Vanilla","Right-handed","Yes, I believe so","Cooler","67","Orlando Bloom","No","iPhone","3","","Yes, one or two","No","Odd","Thursday","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"7673","Fruit Bowls","White and gold","Yes, constantly","Fox","Chocolate","Right-handed","Yes, I believe so","Warmer","76","Daniel Craig","Yes","iPhone","5","","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Thursday","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"812","Coffee","I don't remember","No","Cow","Vanilla","Right-handed","Yes, I believe so","Warmer","59","Scarlett Johansson","No","iPhone","5","","No","No","Odd","Tuesday","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"5759","Sushi","Blue and black","Yes, occasionally","Bear","Vanilla","Right-handed","A what?","Cooler","7","Adam Driver","What?","iPhone","1","Real Madrid","Yes, one or two","No","Even","Thursday","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"3261","bacon","What dress?","Yes, occasionally","Panda","Chocolate","Right-handed","Not 100% sure","Warmer","88","Shailene Woodley","No","Android","5","","Yes, one or two","No, but I'm totally doing that now","Even","Thursday","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1"
"6132","Banana’s ","Blue and black","Yes, occasionally","Lion","Vanilla","Right-handed","A what?","Warmer","27","Robert Downey Jr.","Yes","iPhone","4","Chelsea","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0"
"3903","Asparagus","Blue and black","Yes, occasionally","dog","Vanilla","Right-handed","Yes, I believe so","Warmer","13","Adam Sandler","What?","iPhone","4","Yankees","No","No","Odd","Thursday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0"
"3606","chocolate","Blue and black","Yes, occasionally","cat","Vanilla","Right-handed","Yes, and I have","Cooler","4","Jack Black","Yes","iPhone","4","Knicks","Yes, one or two","No","Odd","Tuesday","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","1","1","1","0","0","1","1","1","1","1"
"1477","Quesadilla","Blue and black","Yes, occasionally","Panda","Vanilla","Right-handed","Not 100% sure","Cooler","84","Leonardo Decaprio","No","iPhone","3","redbull racing","No","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","0"
"6876","I like all foods","I don't remember","I'm not sure what things you mean","Dog","Vanilla","Right-handed","Not 100% sure","Cooler","7","Benedict Cumberbatch","No","iPhone","2","","No","No","Even","Thursday","0","0","0","0","1","0","0","0","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1856","Sushi","I don't remember","No","Lion","Chocolate","Right-handed","Not 100% sure","Cooler","11","Adam Sandler","No","iPhone","5","New York Mets","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Odd","Thursday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0"
"4495","Sushi","Blue and black","Yes, occasionally","Dog","Chocolate","Right-handed","Yes, I believe so","Cooler","32","Ryan Reynolds","No","Android","3","","Yes, one or two","No","Odd","Tuesday","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","Soup","Blue and black","Yes, occasionally","Dog","Vanilla","Right-handed","Not 100% sure","Warmer","92","Robert Pattinson","Yes","Android","4","","Yes, most of them","No","Even","Thursday","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"5004","chocolate","Blue and black","I'm not sure what things you mean","cat","Chocolate","Right-handed","Not 100% sure","Warmer","67","tom holland","Yes","Android","3","","No","Yes","Odd","Tuesday","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1"
"9523","Burrito Bowl","A color combination not listed here","Yes, occasionally","Dog","Chocolate","Right-handed","Yes, I believe so","Cooler","55","Ryan Reynolds","Yes","iPhone","5","Cleveland Cavaliers","Yes, most of them","No","Odd","Tuesday","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","1","0","0"
"4523","Blue cheese","White and gold","Yes, occasionally","Cat","Chocolate","Right-handed","Yes, I believe so","Cooler","72","Kristen Stewart","Yes","iPhone","3","New York Knicks","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","0","1","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"5680","Mushrooms","A color combination not listed here","Yes, occasionally","Cat","Vanilla","Right-handed","Yes, and I have","Warmer","42","Meryl Streep","Yes","iPhone","4","","No","No, but I'm totally doing that now",NA,NA,"0","1","1","1","1","0","0","0","0","1","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"9082","Burgers","Blue and black","Yes, occasionally","Cat","Vanilla","Right-handed","Not 100% sure","Cooler","78","Daniel Radcliffe","What?","iPhone","3","","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0"
"3060","Korean Food","Blue and black","Yes, occasionally","Monkey","Chocolate","Left-handed","Not 100% sure","Cooler","6","Chris Hemsworth","Yes","iPhone","4","","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8720","Burritos","A color combination not listed here","I'm not sure what things you mean","Dog","Vanilla","Right-handed","Yes, I believe so","Cooler","44","","No","iPhone","4","","No","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"8892","I do not like eating olives. I would pick them out of my pizza.","Blue and black","No","Giraffe","Vanilla","Right-handed","Yes, I believe so","Cooler","59","Johnny Depp","Yes","iPhone","4","","No","No","Odd","Tuesday","0","0","0","0","0","0","1","0","1","1","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4464","French fries","I don't remember","Yes, occasionally","horse","Vanilla","Right-handed","Yes, and I have","Cooler","73","Margot Robbie","Yes","iPhone","2","","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"4827","Avacado ","Blue and black","No","Cat","Vanilla","Right-handed","Not 100% sure","Cooler","72","Leonardo DiCaprio","Yes","Android","4","","No","No, but I'm totally doing that now","Odd","Thursday","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3827","PB&J Sandwiches","White and gold","Yes, occasionally","Panda","Chocolate","Right-handed","Not 100% sure","Warmer","75","Brad Pitt","Yes","iPhone","4","Arsenal","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","1","0","0"
"5283","Tomatoes","Blue and black","Yes, occasionally","Zenra","Vanilla","Right-handed","Not 100% sure","Cooler","11","Tom Cruise","Yes","Android","1","","No","No","Even","Tuesday","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0"
"2418","Pineapple Pizza","Blue and black","I'm not sure what things you mean","tiger","Chocolate","Right-handed","Yes, I believe so","Cooler","75","Tom Hardy","No","iPhone","5","Sixers Patriots","No","No","Even","Thursday","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0"
"3263","dumplings ","Blue and black","Yes, occasionally","giraffe ","Vanilla","Left-handed","Not 100% sure","Cooler","7","Jake Gyllenhaal","Yes","iPhone","3","Golden State Warriors ","Yes, most of them","No, but I'm totally doing that now","Odd","Tuesday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0"
"5342","Avocado","Blue and black","No","Turtle","Chocolate","Right-handed","Yes, I believe so","Warmer","69","Marilyn Monroe","Yes","iPhone","4","Warriors","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0"
"7486","Burgers","White and gold","Yes, occasionally","Jellyfish","Vanilla","Right-handed","Yes, and I have","Warmer","79","Leonardo DiCaprio","Yes","iPhone","5","","No","No","Odd","Thursday","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","0","0","1"
"1977","Pies","What dress?","I'm not sure what things you mean","Elephant","Chocolate","Right-handed","Not 100% sure","Cooler","50","Daniel Radcliffe","No","iPhone","3","","No","No","Even","Thursday","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"6840","Apple Pie (pie in general)","Blue and black","Yes, constantly","Cat","Vanilla","Right-handed","Yes, I believe so","Cooler","7","Chris Hemsworth","Yes","Android","4","","Yes, one or two","No, but I'm totally doing that now","Even","Tuesday","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0"
"2940","Bananas","Blue and black","Yes, occasionally","Dolphin","Chocolate","Right-handed","Yes, I believe so","Cooler","98","Leonardo Di Caprio","Yes","iPhone","4","","No","No","Odd","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"5118","Eggplant Parmesan","White and gold","Yes, occasionally","Cow","Chocolate","Right-handed","Yes, I believe so","Cooler","67","Audrey Hepburn","Yes","Android","5","Philadelphia Eagles","No","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1"
"5586","Burgers","White and gold","No","Lion","Chocolate","Left-handed","Yes, I believe so","Cooler","53","Tom Holland","Yes","Android","5","","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","1"
"9973","Crêpe","Blue and black","Yes, occasionally","Cat","Chocolate","Right-handed","Yes, I believe so","Cooler","57","Johnny Depp","Yes","iPhone","2","","No","No","Even","Thursday","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"343","cheeseburgers","I don't remember","I'm not sure what things you mean","cat","Chocolate","Right-handed","Not 100% sure","Cooler","68","Robert Downey Jr.","Yes","iPhone","4","","Yes, one or two","No","Even","Tuesday","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0"
"269","Sushi","White and gold","Yes, constantly","Dog","Chocolate","Right-handed","Yes, I believe so","Cooler","3","Leonardo DiCaprio","No","iPhone","3","","Yes, one or two","No","Odd","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2762","Buffalo Chicken Wings","What dress?","No","Duck","Chocolate","Left-handed","Not 100% sure","Cooler","7","Robert Downey Jr.","Yes","Android","4","Real Madrid","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","1","0","0","0","0","0","0","1","1","1","0","0","1","0","1","0","1","0","1","0","0","1","1","0","0","0"
"8563","Chocolate cake","Blue and black","I'm not sure what things you mean","Cat","Vanilla","Right-handed","Yes, I believe so","Warmer","10","Angelina Jolie","Yes","iPhone","3","","Yes, one or two","No","Odd","Thursday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"9825","Peanut Butter","Blue and black","Yes, occasionally","Penguin","Chocolate","Right-handed","Yes, I believe so","Warmer","21","Leonardo DiCaprio ","Yes","Android","3","Eagles","Yes, most of them","No, but I'm totally doing that now","Even","Tuesday","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"1720","Burritos","I don't remember","I'm not sure what things you mean","red panda","Chocolate","Right-handed","Yes, I believe so","Warmer","77","Charles Melton","No","iPhone","3","Texas Longhorn Women's Volleyball","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Thursday","0","0","0","0","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0"
"3765","hot dogs","Blue and black","Yes, occasionally","dog","Vanilla","Right-handed","Yes, and I have","Cooler","97","Chris Pratt","Yes","iPhone","5","","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","0","0"
"6305","Guacamole","Blue and black","Yes, occasionally","Fish","Chocolate","Right-handed","Yes, I believe so","Cooler","14","Dwayne The Rock Johnson","No","iPhone","5","","Yes, one or two","No","Even","Tuesday","0","0","0","1","1","0","0","0","0","0","1","1","0","1","1","0","0","0","1","0","0","0","1","0","0","0","0"
"9237","Eggplant","Blue and black","No","Bear","Chocolate","Right-handed","Yes, I believe so","Warmer","69","Marilyn Monroe ","Yes","iPhone","4","Golden State Warriors ","Yes, one or two","No, but I'm totally doing that now","Odd","Tuesday","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0"
