"ID","PopularFoodDislike","DressColor","Floaters","Animal","ChocolateOrVanilla","RightLeftHanded","RotaryPhone","ThermostatTemperature","NumberFrom1to100","MovieStar","CanRollTongue","CellPhoneType","FavoriteNumberFrom1to5","FavoriteTeam","GrossedOutByFoodAnswer","ThrowingOutSocks","OddEvenSection","SectionDay","Activity_Basketball","Activity_Ski","Activity_HorseRiding","Activity_StickShift","Activity_Rubiks","Activity_Unicycle","Activity_Stilts","Activity_Juggle","Activity_IceSkate","Tried_Snails","Tried_FrogLegs","Tried_Natto","Tried_Aligator","Tried_Durian","Tried_ThousandYearOldEgg","Dislike_Coffee","Dislike_Yogurt","Dislike_Cilantro","Dislike_Tomatoes","Dislike_CarbonatedDrinks","Dislike_Eggs","Dislike_ChocolateIceCream","Follow_Football","Follow_Soccer","Follow_Basketball","Follow_Baseball","Follow_Cricket"
"40","Pizza","Blue and black","Yes, occasionally","Lion","Vanilla","Right-handed","Not 100% sure","Cooler","45","Chris Pratt","No","iPhone","4","Arsenal","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday","0","1","0","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","0"
"7596","everything bagels","White and gold","Yes, occasionally","cat","Chocolate","Right-handed","Yes, I believe so","Warmer","55","Florence Pugh","No","iPhone","3","","Yes, most of them","No, but I'm totally doing that now","Even","Thursday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6689","Burgers","Blue and black","Yes, occasionally","Lion","Vanilla","Right-handed","Not 100% sure","Cooler","33","Tom Holland","Yes","iPhone","3","Barcelona","Yes, one or two","No, but I'm totally doing that now","Odd","Thursday","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"240","Mushrooms","Blue and black","I'm not sure what things you mean","Lion","Vanilla","Ambidextrous","Not 100% sure","Cooler","77","Tom Cruise","No","iPhone","3","Knicks","No","No","Odd","Thursday","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0"
"3153","edamame","A color combination not listed here","I'm not sure what things you mean","mungmung","Chocolate","Right-handed","Not 100% sure","Warmer","51","Ryan Reynolds","Yes","iPhone","4","SKT T1","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday","0","1","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0"
"9958","fish","Blue and black","Yes, occasionally","frog","Chocolate","Right-handed","Not 100% sure","Cooler","42","leonardo Dicaprio","Yes","iPhone","4","yankees`","Yes, most of them","No","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0"
"8595","Mac & Cheese","Blue and black","Yes, constantly","Alligator","Chocolate","Right-handed","Yes, and I have","Warmer","6","Andrew Garfield","What?","iPhone","5","Manchester United","Yes, most of them","Yes","Odd","Thursday","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0"
"5304","Ice Cream","Blue and black","I'm not sure what things you mean","Elephant","Chocolate","Right-handed","Yes, I believe so","Cooler","53","Lauren Ridloff","No","iPhone","3","","Yes, most of them","No","Even","Thursday","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"7849","durian","Blue and black","No","dog","Vanilla","Right-handed","Yes, and I have","Cooler","18","Zac Efron","Yes","iPhone","2","","Yes, one or two","Yes","Odd","Thursday","0","1","0","0","0","1","0","0","1","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0"
"4338","Coleslaw","White and gold","Yes, occasionally","Dog","Chocolate","Right-handed","Yes, I believe so","Warmer","27","Tom Hardy","Yes","iPhone","2","Giants","Yes, one or two","No, but I'm totally doing that now","Odd","Thursday","0","0","1","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"1908","Reese's Cups","White and gold","Yes, occasionally","dolphins","Chocolate","Right-handed","Not 100% sure","Warmer","70","Saoirse Ronan","Yes","iPhone","4","","Yes, most of them","No","Even","Tuesday","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0"
"7764","taco","I don't remember","Yes, constantly","Dog","Vanilla","Ambidextrous","Not 100% sure","Warmer","6","Jake Gyllenhaal","Yes","iPhone","5","Real Madrid","No","No","Even","Thursday","0","1","1","0","0","0","0","0","1","1","1","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0"
"7479","Fries","Blue and black","Yes, occasionally","Dog","Chocolate","Right-handed","Not 100% sure","Warmer","10","Kiera Knightley","Yes","iPhone","2","","Yes, most of them","No",NA,NA,"0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"9991","pancakes","Blue and black","No","dog","Vanilla","Right-handed","Yes, I believe so","Warmer","21","Robert Downey Jr.","Yes","iPhone","4","","No","No","Odd","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5234","Lasagne","White and gold","Yes, occasionally","Dog","Vanilla","Right-handed","Yes, I believe so","Warmer","2","Hugh Jackman","No","iPhone","2","Brooklyn Nets","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0"
"1839","Watermelon","White and gold","No","ocelot","Vanilla","Right-handed","Not 100% sure","Warmer","90","Miley Cyrus","Yes","Android","5","","No","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2729","Chocolate","Blue and black","Yes, constantly","Bird","Vanilla","Right-handed","A what?","Cooler","75","Tom Hanks ","No","iPhone","5","NFL Packers ","Yes, most of them","No","Even","Thursday","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0"
"2938","Burritos","I don't remember","Yes, occasionally","Dog","Chocolate","Right-handed","Yes, I believe so","Cooler","65","Robert Downey Jr.","What?","Android","4","","Yes, one or two","No","Even","Thursday","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0"
"2463","Pizza","Blue and black","I'm not sure what things you mean","Tiger","Chocolate","Right-handed","Not 100% sure","Cooler","27","Leonardo DiCaprio","What?","iPhone","4","FC Barcelona","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0"
"6639","Boba","White and gold","Yes, occasionally","Lion","Chocolate","Right-handed","Yes, I believe so","Cooler","69","Leonardo Dicaprio","Yes","iPhone","3","GS Warriors","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"5095","Olives","White and gold","Yes, occasionally","TIger","Vanilla","Right-handed","Yes, I believe so","Warmer","7","Scarlett Johansson","Yes","iPhone","2","","No","No, but I'm totally doing that now","Even","Tuesday","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"3722","seafood","White and gold","Yes, occasionally","zebra ","Chocolate","Right-handed","Yes, I believe so","Warmer","26","Matt Damon","Yes","iPhone","4","Arsenal ","Yes, one or two","No","Odd","Thursday","0","0","0","1","1","0","0","0","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0"
"9597","Hot Dogs","Blue and black","I'm not sure what things you mean","Dog","Vanilla","Right-handed","Not 100% sure","Warmer","5","Brad Pitt","No","Android","4","","Yes, one or two","No","Even","Thursday","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"750","beef","Blue and black","Yes, occasionally","Bear","Chocolate","Right-handed","Yes, and I have","Warmer","42","Tom Cruise","Yes","iPhone","5","","Yes, one or two","No","Odd","Thursday","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"8964","Kale","Blue and black","Yes, occasionally","Giraffe","Chocolate","Right-handed","Yes, I believe so","Cooler","23","Leonardo Di caprio","Yes","Android","2","Man City","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1"
"6510","Hamburgers","Blue and black","Yes, occasionally","Dolphin","Vanilla","Right-handed","Yes, I believe so","Warmer","77","Morgan Freeman","No","iPhone","3","","Yes, one or two","No","Even","Tuesday","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4046","Hot Dogs","Blue and black","I'm not sure what things you mean","Lion","Vanilla","Right-handed","Not 100% sure","Warmer","80","Robert Downey Jr.","Yes","iPhone","5","New York Giants","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Odd","Thursday","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0"
"1957","Chicken","Blue and black","Yes, constantly","Crow","Chocolate","Right-handed","Yes, I believe so","Warmer","72","Chris Pratt","Yes","Android","2","","No","No","Even","Tuesday","0","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"9167","Nothing I like everything ","Blue and black","Yes, occasionally","Dog","Vanilla","Right-handed","Not 100% sure","Cooler","16","Angelina jolie","Yes","iPhone","3","","No","No","Even","Thursday","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2233","Olives","I don't remember","I'm not sure what things you mean","Duck","Vanilla","Right-handed","Yes, I believe so","Cooler","69","Sam Rockwell","Yes","Android","5","Brooklyn Nets","Yes, one or two","No","Even","Thursday","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0"
"3694","Pickles","Blue and black","Yes, occasionally","Lion","Vanilla","Right-handed","Not 100% sure","Cooler","21","Brad Pitt","Yes","iPhone","3","","","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"1501","Sushi","What dress?","Yes, occasionally","Dog","Vanilla","Left-handed","Yes, I believe so","Warmer","25","Charlie Day","Yes","iPhone","1","Miami Heat","Yes, most of them","No","Even","Tuesday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"4530","Yogurt","Blue and black","Yes, occasionally","Elephant","Vanilla","Ambidextrous","Not 100% sure","Cooler","29","Leonardo Dicaprio","Yes","iPhone","4","Giants","Yes, one or two","No","Even","Thursday","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"9163","BBQ Chicken","Blue and black","Yes, occasionally","Giraffe","Chocolate","Right-handed","Not 100% sure","Cooler","69","Dwayne Johnson","Yes","iPhone","4","New York Knicks","Yes, most of them","No","Even","Thursday","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0"
"4682","coleslaw","A color combination not listed here","No","Giraffe","Vanilla","Right-handed","Yes, I believe so","Cooler","67","Henry Cavill","Yes","iPhone","1","","No","No, but I'm totally doing that now","Even","Tuesday","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"7998","tofu","I don't remember","I'm not sure what things you mean","dog","Chocolate","Right-handed","Not 100% sure","Warmer","77","Brad Pitt","Yes","Android","3","Mets","No","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","1","0"
"1107","Olives","White and gold","Yes, occasionally","Dog","Chocolate","Right-handed","Not 100% sure","Cooler","3","Daniel Radcliffe","Yes","Android","3","","Yes, one or two","No","Odd","Thursday","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"7161","tacos","Blue and black","Yes, constantly","snake","Chocolate","Right-handed","Yes, and I have","Cooler","69","saul goodman","No","iPhone","3","manchester city","Yes, one or two","No, but I'm totally doing that now","Even","Thursday","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0"
"9811","egg plants","Blue and black","Yes, occasionally","turtle","Chocolate","Ambidextrous","Not 100% sure","Warmer","17","Jim Carrey","Yes","iPhone","4","Trailblazers","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","0","1","1","0","0","0","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","0"
"4279","Ice Cream","Blue and black","Yes, constantly","Tiger","Vanilla","Right-handed","Yes, I believe so","Cooler","21","Jake Gyllenhaal ","Yes","iPhone","4","Miami Heat","Yes, most of them","No, but I'm totally doing that now","Even","Tuesday","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","0","0"
"230","Oysters","Blue and black","Yes, occasionally","Cat","Vanilla","Right-handed","Yes, I believe so","Cooler","7.27","Lebron James","Yes","Android","3","","No","No","Even","Thursday","1","1","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","1","0","1","0","0"
"5222","green pepper","White and gold","I'm not sure what things you mean","cat","Vanilla","Right-handed","Not 100% sure","Warmer","26","","No","iPhone","5","","No","No","Even","Thursday","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2728","Tomato","I don't remember","Yes, occasionally","Pig","Vanilla","Right-handed","Not 100% sure","Cooler","83","Brad Pitt","Yes","iPhone","4","","Yes, one or two","No","Even","Tuesday","0","1","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0"
"1861","Pizza","White and gold","Yes, occasionally","Elephant","Vanilla","Right-handed","Yes, I believe so","Warmer","54","Megan Fox","Yes","iPhone","4","","Yes, one or two","No","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0"
"4042","Eggplant","I don't remember","Yes, occasionally","Gorilla","Chocolate","Right-handed","Not 100% sure","Cooler","42","Will Ferrel","Yes","iPhone","3","New York Giants","No","No","Odd","Thursday","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0"
"2730","Guac","White and gold","I'm not sure what things you mean","Panda","Vanilla","Right-handed","Not 100% sure","Warmer","87","Brad Pitt","Yes","iPhone","3","","No","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","1"
"5802","Gravy","I don't remember","Yes, constantly","Cat","Vanilla","Right-handed","Not 100% sure","Cooler","92","Hugh Jackman","Yes","iPhone","3","","Yes, one or two","No","Odd","Thursday","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"3697","Pears","Blue and black","I'm not sure what things you mean","Wolf","Vanilla","Right-handed","Yes, I believe so","Cooler","7","Ryan Reynolds","Yes","iPhone","4","","Yes, most of them","No","Odd","Tuesday","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6849","Mayonnaise","Blue and black","Yes, occasionally","Panda","Chocolate","Right-handed","Yes, I believe so","Cooler","48","Tom Hanks","No","Android","2","Boston Red Sox","No","No","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1","1","0"
"5114","bread","White and gold","Yes, constantly","dog","Chocolate","Left-handed","Yes, and I have","Cooler","1","The Rock","Yes","iPhone","1","","Yes, most of them","Yes","Odd","Thursday","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"2391","Hamburger","White and gold","Yes, occasionally","Zebra","Chocolate","Right-handed","Yes, and I have","Cooler","74","howie mandel","No","Android","3","","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4993","blue cheese","White and gold","Yes, occasionally","Hippo","Chocolate","Right-handed","A what?","Warmer","42","Zendaya","Yes","iPhone","3","","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"5357","Ketchup","Blue and black","I'm not sure what things you mean","Elephant","Chocolate","Left-handed","A what?","Warmer","54","Megan Fox","Yes","iPhone","5","Oklahoma City Thunder","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0"
"5794","213001338","White and gold","Yes, occasionally","Grass","Vanilla","Right-handed","Yes, I believe so","Warmer","1","No","Yes","iPhone","1","basketball","No","No","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"7674","Pizza","Blue and black","Yes, constantly","lion","Vanilla","Right-handed","Yes, I believe so","Cooler","21","Leonardo DiCaprio ","What?","iPhone","3","","Yes, most of them","No","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7788","Meatloaf","","Yes, constantly","Elephant","Chocolate","Right-handed","Yes, and I have","Warmer","7","Timothy Chalamet","Yes","iPhone","2","","","No, but I'm totally doing that now","Odd","Tuesday","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0"
"347","chicken","White and gold","I'm not sure what things you mean","elephant","Vanilla","Right-handed","Not 100% sure","Warmer","23","Robert Pattison","No","iPhone","3","BARCELONA ","Yes, one or two","I did the throwing out thing, but didn't talk to everyone about it","Odd","Tuesday","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0"
"4084","Shrimp","Blue and black","Yes, occasionally","Snake","Chocolate","Right-handed","Yes, I believe so","Cooler","50","Patrick Star","Yes","Android","5","","Yes, one or two","No","Odd","Thursday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"6288","boba tea","Blue and black","Yes, occasionally","tiger","Chocolate","Right-handed","Yes, and I have","Cooler","13","Daniel Day louis","Yes","iPhone","4","Dallas Mavericks","Yes, one or two","Yes","Odd","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0"
"5217","Sushi","Blue and black","Yes, constantly","Cat","Vanilla","Right-handed","Yes, and I have","Cooler","50","Jamie Fox","Yes","iPhone","3","","Yes, one or two","No","Odd","Tuesday","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0"
"8330","Macaroni and Cheese","Blue and black","Yes, occasionally","Walrus","Chocolate","Right-handed","Not 100% sure","Warmer","73","Zac Efron","Yes","iPhone","3","","Yes, one or two","No","Even","Thursday","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"4736","Candy","Blue and black","I'm not sure what things you mean","Polar Bear","Vanilla","Right-handed","Yes, I believe so","Warmer","76","Chris Evans","Yes","iPhone","4","","Yes, most of them","No","Odd","Tuesday","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"3691","Salad","White and gold","Yes, occasionally","Lion","Vanilla","Right-handed","Yes, I believe so","Cooler","4","Liam Neeson","Yes","iPhone","1","","No","No","Even","Thursday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"775","Salmon","Blue and black","Yes, constantly","Dog","Chocolate","Right-handed","Yes, I believe so","Cooler","7","Leonardo Decaprio ","Yes","iPhone","3","Rutgers Scarlet Knights","No","No","Odd","Thursday","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0"
"3687","mac & cheese","White and gold","Yes, occasionally","panda bear","Chocolate","Right-handed","Not 100% sure","Cooler","97","leonado dicaprio","Yes","iPhone","1","","No","No, but I'm totally doing that now","Even","Thursday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1"
"3243","lentils","I don't remember","No","Cat","Vanilla","Right-handed","A what?","Warmer","16","Ben Affleck","Yes","iPhone","1","Al Saad Sports Club","Yes, most of them","No","Even","Tuesday","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0"
"7080","Pasta","Blue and black","No","Dog","Vanilla","Left-handed","Yes, I believe so","Warmer","23","Dwayne the rock Johnson ","No","iPhone","3","","Yes, one or two","No, but I'm totally doing that now","Odd","Thursday","0","0","0","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0"
"2374","Hot dogs","Blue and black","Yes, occasionally","Octopus ","Chocolate","Right-handed","Yes, and I have","Warmer","79","Daniel Kaluuya","No","Android","2","PSG","Yes, one or two","No","Odd","Thursday","0","1","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"7472","Goldfish","White and gold","Yes, occasionally","Guinea Pig","Vanilla","Right-handed","Yes, I believe so","Cooler","69","Tom Hanks","Yes","Android","3","","No","No","Even","Thursday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"3561","Pizza","Blue and black","Yes, occasionally","Cat","Chocolate","Right-handed","Yes, and I have","Warmer","88","Brad Pitt","Yes","iPhone","2","","No","No","Even","Thursday","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0"
"3724","Sushi","White and gold","No","Cat","Chocolate","Right-handed","Yes, and I have","Warmer","5","James Bond","Yes","iPhone","5","Brooklyn Nets","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Odd","Thursday","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1"
"3079","Chocolate cake","Blue and black","I'm not sure what things you mean","dog","Vanilla","Right-handed","Yes, I believe so","Cooler","10","Julia Roberts","Yes","iPhone","3","","Yes, one or two","No","Odd","Thursday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0"
"7291","Sushi","What dress?","I'm not sure what things you mean","Horse","Chocolate","Right-handed","Yes, I believe so","Cooler","15","Megan Fox ","Yes","iPhone","3","New York Giants","Yes, most of them","No","Even","Thursday","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"4462","seafood","A color combination not listed here","Yes, occasionally","zebra","Chocolate","Right-handed","Yes, and I have","Warmer","27","Matt Damon","Yes","iPhone","4","Arsenal","Yes, one or two","No","Odd","Thursday","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0"
"3486","Pasta","Blue and black","Yes, occasionally","Cat","Vanilla","Right-handed","Yes, I believe so","Warmer","42","Chris Pratt","What?","Android","4","","Yes, most of them","No","Even","Tuesday","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"3117","hot dog","White and gold","Yes, occasionally","tiger","Vanilla","Right-handed","Yes, and I have","Cooler","21","jennifer gardner","Yes","iPhone","1","Real Madrid","No","Yes","Odd","Tuesday","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0"
"4365","chocolate","Blue and black","I'm not sure what things you mean","giraffe","Vanilla","Right-handed","Not 100% sure","Warmer","1","margot robbie","Yes","iPhone","1","chicago bulls","No","No","Even","Tuesday","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0"
"5654","pizza","A color combination not listed here","Yes, constantly","lion","Chocolate","Right-handed","Yes, I believe so","Warmer","50","Vin Diesel","Yes","iPhone","5","golden state warriors ","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Thursday","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0"
"3621","Cheese","Blue and black","I'm not sure what things you mean","Dog","Chocolate","Right-handed","Not 100% sure","Warmer","50","Jim Carrey","Yes","iPhone","5","","Yes, one or two","No","Even","Thursday","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"5669","Eggs","White and gold","Yes, occasionally","Cheetah","Vanilla","Right-handed","Not 100% sure","Warmer","56","Kevin Hart","Yes","Android","4","Philly Eagles","Yes, most of them","No","Odd","Tuesday","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0"
"7218","broccolli","Blue and black","Yes, occasionally","shark","Chocolate","Right-handed","Yes, I believe so","","33","Song Joong-Ki","No","iPhone","3","FC Barcelona","No","I did the throwing out thing, but didn't talk to everyone about it","Odd","Thursday","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0"
"8471","cheesecake ","Blue and black","Yes, occasionally","Dog","Chocolate","Left-handed","Yes, I believe so","Cooler","4","","Yes","iPhone","1","","Yes, most of them","I did the throwing out thing, but didn't talk to everyone about it","Even","Tuesday","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"5092","Salmon","Blue and black","Yes, constantly","Dinosaur ","Chocolate","Right-handed","Yes, and I have","Cooler","1","James Franco","No","iPhone","1","Lakers","Yes, one or two","Yes","Odd","Thursday","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","1","1","0","0","1","0","0"
"2499","Chocolate","Blue and black","I'm not sure what things you mean","Cat","Vanilla","Right-handed","Yes, and I have","Warmer","88","Timothee Chalamet","Yes","iPhone","2","","No","Yes","Odd","Thursday","0","1","1","0","0","0","0","0","1","1","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
